name,location,cuisines,rate,votes,approx_cost_for_two,online_order,book_table,rest_type,listed_in_type
Stoned Monkey,Banashankari,"Desserts, Ice Cream",4.3,860,500,Yes,No,Dessert Parlor,Desserts
Floured-Baked With Love,Banashankari,Bakery,3.8,45,400,No,No,"Takeaway, Delivery",Desserts
Waffle-A-Go Go,Banashankari,"Fast Food, Desserts, Ice Cream",3.9,70,400,Yes,No,Dessert Parlor,Desserts
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",4.0,98,400,No,No,"Sweet Shop, Quick Bites",Desserts
Redberrys,Basavanagudi,"Cafe, Italian",4.0,219,600,Yes,No,Cafe,Desserts
Amande Patisserie,Basavanagudi,"Bakery, French, Desserts",4.0,73,300,Yes,No,Bakery,Desserts
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",2.7,97,400,Yes,No,Casual Dining,Desserts
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,888,750,Yes,No,Casual Dining,Dine-out
Sea Spice by 7 Star,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",4.0,349,1200,Yes,Yes,Casual Dining,Dine-out
Mini Punjabi Dhaba,Banashankari,North Indian,4.2,287,350,Yes,No,Quick Bites,Dine-out
Onesta,Banashankari,"Pizza, Cafe, Italian",4.6,2556,600,Yes,Yes,"Casual Dining, Cafe",Dine-out
Wamama,Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",4.2,354,800,Yes,Yes,Casual Dining,Dine-out
Jalsa,Banashankari,"North Indian, Mughlai, Chinese",4.1,775,800,Yes,Yes,Casual Dining,Dine-out
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",4.2,2115,800,Yes,Yes,Casual Dining,Dine-out
Jcubez,Banashankari,Finger Food,3.8,977,1300,No,Yes,Lounge,Dine-out
Gustoes Beer House,Banashankari,"Continental, Italian, Mexican, North Indian, Chinese, Steak",4.1,868,1200,No,No,Pub,Dine-out
Penthouse Cafe,Banashankari,"Cafe, Italian, Continental",4.0,324,700,Yes,No,Cafe,Dine-out
Spice Elephant,Banashankari,"Chinese, North Indian, Thai",4.1,787,800,Yes,No,Casual Dining,Dine-out
Smacznego,Banashankari,"Cafe, Mexican, Italian, Momos, Beverages",4.2,504,550,Yes,No,Cafe,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Banashankari,Cafe,4.1,402,500,Yes,No,Cafe,Dine-out
Cafe Shuffle,Banashankari,"Cafe, Italian, Continental",4.2,150,600,Yes,Yes,Cafe,Dine-out
The Coffee Shack,Banashankari,"Cafe, Chinese, Continental, Italian",4.2,164,500,Yes,Yes,Cafe,Dine-out
Peppy Peppers,Banashankari,"Italian, North Indian, Mexican",4.2,244,800,No,No,Casual Dining,Dine-out
Anna Kuteera,Banashankari,"South Indian, North Indian, Chinese",4.0,771,450,Yes,No,Casual Dining,Dine-out
Szechuan Dragon,Banashankari,"Chinese, Thai, Momos",4.2,1647,600,Yes,No,Casual Dining,Dine-out
1947,Banashankari,"North Indian, Chinese",4.0,808,850,No,Yes,Casual Dining,Dine-out
Caf-Eleven,Banashankari,"Cafe, Continental",4.0,424,450,No,No,Cafe,Dine-out
Thamboola,Banashankari,"North Indian, Chinese, Continental",3.9,135,800,Yes,No,Casual Dining,Dine-out
San Churro Cafe,Banashankari,"Cafe, Mexican, Italian",3.8,918,800,Yes,No,"Cafe, Casual Dining",Dine-out
Cafe Vivacity,Banashankari,Cafe,3.8,90,650,Yes,No,Cafe,Dine-out
Chung Wah,Banashankari,"Chinese, Momos, Thai, Vietnamese",3.9,519,900,Yes,No,Casual Dining,Dine-out
Vietnamese Kitchen,Banashankari,Vietnamese,3.6,105,700,Yes,No,Casual Dining,Dine-out
Catch-up-ino,Banashankari,"Cafe, Fast Food, Continental, Chinese, Momos",3.9,133,800,Yes,No,Cafe,Dine-out
Kirthi's Biryani,Banashankari,"Chinese, Cafe, Italian",3.8,144,700,Yes,No,Cafe,Dine-out
T3H Cafe,Banashankari,"Cafe, Italian, American",3.9,93,300,No,No,Cafe,Dine-out
Srikrishna Bhavan,Banashankari,"South Indian, North Indian, Chinese",3.8,42,300,Yes,No,Quick Bites,Dine-out
Dal Tadkaa,Banashankari,North Indian,2.5,247,500,Yes,No,Casual Dining,Dine-out
The Vintage Cafe,Banashankari,"Cafe, French, North Indian",3.0,62,400,Yes,No,Cafe,Dine-out
Green Gardenia,Banashankari,"North Indian, Chinese",3.8,160,700,Yes,No,Casual Dining,Dine-out
Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",3.6,129,600,Yes,No,Casual Dining,Dine-out
Vi Ra's Bar and Restaurant,Banashankari,"South Indian, North Indian, Chinese",3.3,62,800,No,No,Bar,Dine-out
Nandhini Deluxe,Banashankari,North Indian,2.6,283,600,No,No,Casual Dining,Dine-out
J Spice,Banashankari,"North Indian, Chinese",3.8,59,750,Yes,No,Casual Dining,Dine-out
Swadesh Tadka,Banashankari,"North Indian, Chinese, Beverages",3.5,179,600,Yes,No,Casual Dining,Dine-out
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",3.8,62,150,No,No,Quick Bites,Dine-out
Darbar,Banashankari,"North Indian, Chinese",3.0,98,800,No,No,Bar,Dine-out
Beijing Bites,Banashankari,"Chinese, Thai",2.7,128,850,No,No,Casual Dining,Dine-out
The Pizzeria,Banashankari,"Pizza, Italian, Salad",2.8,45,800,Yes,No,Casual Dining,Dine-out
As On Fire,South Bangalore,"Pizza, Fast Food, BBQ",3.5,41,400,Yes,No,Food Truck,Dine-out
Pizza Hut,Banashankari,"Pizza, Fast Food",3.7,405,750,Yes,No,Casual Dining,Dine-out
New Prashanth Hotel,Banashankari,"Biryani, North Indian, Seafood, Andhra",3.9,388,650,Yes,No,Casual Dining,Dine-out
Taaza Thindi,Banashankari,South Indian,4.7,651,100,No,No,Quick Bites,Dine-out
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.3,734,200,Yes,No,Quick Bites,Dine-out
Roving Feast,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",4.0,1047,450,No,No,Quick Bites,Dine-out
KFC,Banashankari,"Burger, Fast Food",3.8,505,450,Yes,No,Quick Bites,Dine-out
Gama Gama,Banashankari,South Indian,3.9,264,200,Yes,No,Quick Bites,Dine-out
McDonald's,Banashankari,"Burger, Fast Food",3.9,286,500,Yes,No,Quick Bites,Dine-out
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,4.4,343,100,No,No,Quick Bites,Dine-out
Messy Bowl,Banashankari,"Fast Food, Beverages",3.8,70,500,No,No,Quick Bites,Dine-out
Janahaar,Banashankari,South Indian,3.8,70,100,Yes,No,Quick Bites,Dine-out
Chumma Delicious,Banashankari,"South Indian, Fast Food",3.7,237,200,Yes,No,Quick Bites,Dine-out
Bengaluru Coffee House,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.1,201,300,Yes,No,Quick Bites,Dine-out
Foodiction,Banashankari,"North Indian, Fast Food, Chinese, Burger",2.8,506,500,Yes,No,Quick Bites,Dine-out
The Biryani Cafe,Banashankari,"Biryani, Chinese, Kebab",4.1,520,300,No,No,Quick Bites,Dine-out
Addhuri Udupi Bhojana,Banashankari,"South Indian, North Indian",3.7,88,300,No,No,Quick Bites,Dine-out
Subway,Banashankari,"Salad, Fast Food",3.7,136,600,Yes,No,Quick Bites,Dine-out
Hotel Mangala,Banashankari,South Indian,3.9,88,250,No,No,Quick Bites,Dine-out
SLV Swadishta,Banashankari,South Indian,3.8,189,300,No,No,Quick Bites,Dine-out
Upahar Sagar,Banashankari,"South Indian, Chinese, North Indian",3.8,39,350,No,No,Quick Bites,Dine-out
Domino's Pizza,Banashankari,"Pizza, Fast Food",3.9,540,800,Yes,No,Quick Bites,Dine-out
New Sagar Fast Food,Banashankari,"North Indian, South Indian",3.6,71,250,No,No,Quick Bites,Dine-out
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.5,88,350,Yes,No,Quick Bites,Dine-out
Pizza Stop,Banashankari,"Pizza, Italian",3.0,87,600,Yes,No,Quick Bites,Dine-out
Faasos,Banashankari,"North Indian, Biryani, Fast Food",4.2,415,500,Yes,No,Quick Bites,Dine-out
Rasoi,Banashankari,"North Indian, Chinese",3.3,128,300,Yes,No,Quick Bites,Dine-out
SLV Refreshment,Banashankari,South Indian,4.1,94,100,No,No,Quick Bites,Dine-out
Chatar Patar,Banashankari,"Fast Food, Street Food",3.7,65,300,No,No,Quick Bites,Dine-out
Kidambi's Kitchen,Banashankari,South Indian,3.5,52,300,No,No,Quick Bites,Dine-out
Tandoori Knight,Banashankari,"North Indian, Chinese, Biryani, Kebab",3.0,290,450,Yes,No,Quick Bites,Dine-out
Utsav,Banashankari,"North Indian, Street Food",3.7,59,200,Yes,No,Quick Bites,Dine-out
Mane Thindi,Banashankari,South Indian,3.7,130,200,No,No,Quick Bites,Dine-out
Juicy Momos,Banashankari,"Tibetan, Momos",3.5,80,250,Yes,No,Quick Bites,Dine-out
Donne Biriyani House,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.9,441,400,Yes,No,Quick Bites,Dine-out
Matru Sagar,Banashankari,"South Indian, North Indian, Chinese",3.6,84,250,Yes,No,Quick Bites,Dine-out
Kavali,Banashankari,"South Indian, Street Food",4.0,42,300,No,No,Quick Bites,Dine-out
Bunt's Biriyani Palace,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,213,400,Yes,No,Quick Bites,Dine-out
Ranganna Military Hotel,Jayanagar,"South Indian, Biryani",4.2,725,350,No,No,Quick Bites,Dine-out
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",3.9,750,500,Yes,No,Casual Dining,Dine-out
Grand Village,Basavanagudi,"North Indian, Rajasthani",3.8,166,600,No,No,Casual Dining,Dine-out
Vidyarthi Bhavan,Basavanagudi,South Indian,4.4,4460,150,No,No,Quick Bites,Dine-out
Bharjari Oota,Basavanagudi,South Indian,3.9,153,350,No,No,Casual Dining,Dine-out
Gokul Veg,Basavanagudi,"North Indian, Chinese, Beverages",3.8,469,750,Yes,No,Casual Dining,Dine-out
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,364,550,Yes,No,Casual Dining,Dine-out
Timepass Dinner,Basavanagudi,North Indian,3.8,286,600,Yes,No,Casual Dining,Dine-out
Baisakhi,Basavanagudi,North Indian,3.8,527,500,Yes,No,Casual Dining,Dine-out
Eat Repeat,Basavanagudi,South Indian,3.9,101,150,Yes,No,Quick Bites,Dine-out
Sri Guru Kottureshwara Davangere Benne Dosa,Basavanagudi,South Indian,4.1,558,150,Yes,No,Quick Bites,Dine-out
Srinathji's Cafe,Basavanagudi,"North Indian, Cafe, Chinese, Fast Food",3.8,148,550,No,No,"Casual Dining, Cafe",Dine-out
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,377,1100,No,No,Pub,Dine-out
Kollapuri's,Basavanagudi,"South Indian, Mangalorean",3.9,206,450,No,No,Quick Bites,Dine-out
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",3.9,100,300,No,No,Quick Bites,Dine-out
Puliyogare Point,Basavanagudi,South Indian,4.2,444,100,Yes,No,Quick Bites,Dine-out
Zephyr,Basavanagudi,"Italian, Continental",3.9,133,650,No,No,Casual Dining,Dine-out
Redberrys,Basavanagudi,"Cafe, Italian",4.0,219,600,Yes,No,Cafe,Dine-out
Hotel Dwarka,Basavanagudi,South Indian,4.2,253,250,No,No,Quick Bites,Dine-out
Ma-Arya Family Restaurant,Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",3.7,61,600,No,No,Casual Dining,Dine-out
A2B - Adyar Ananda Bhavan,Mysore Road,"South Indian, Fast Food, Street Food",3.8,155,400,Yes,No,Casual Dining,Dine-out
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",3.9,233,800,Yes,No,Casual Dining,Dine-out
Imperial Restaurant,Mysore Road,"North Indian, Chinese, Biryani, Beverages",3.7,264,750,Yes,No,Casual Dining,Dine-out
Udupi Sri Krishna Bhavan,Basavanagudi,South Indian,4.1,238,600,No,No,Quick Bites,Dine-out
Curry Leaves,Basavanagudi,"Andhra, North Indian, Chinese",4.1,176,800,Yes,No,Casual Dining,Dine-out
Goli Vada Pav No. 1,Basavanagudi,Street Food,3.7,93,200,Yes,No,Quick Bites,Dine-out
Ice Thunder,Basavanagudi,"South Indian, Fast Food, North Indian, Desserts",3.8,124,300,No,No,Quick Bites,Dine-out
South Kitchen,Basavanagudi,South Indian,4.3,275,100,Yes,No,Quick Bites,Dine-out
Upahara Darshini,Basavanagudi,South Indian,4.2,254,150,No,No,Quick Bites,Dine-out
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,4.1,177,100,No,No,Quick Bites,Dine-out
Sandwichwallas,Basavanagudi,Fast Food,4.0,132,200,Yes,No,Quick Bites,Dine-out
Udupi Grand,Basavanagudi,"South Indian, North Indian, Chinese",3.8,74,300,Yes,No,Quick Bites,Dine-out
Castle Rock,Uttarahalli,"North Indian, Chinese",3.6,172,700,Yes,No,Casual Dining,Dine-out
Kamat Bugle Rock,Basavanagudi,"South Indian, Fast Food",3.9,543,300,Yes,No,Quick Bites,Dine-out
Basavanagudi Mylari,Basavanagudi,South Indian,4.0,52,300,No,No,Quick Bites,Dine-out
RS Shiv Sagar,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices",3.7,217,450,No,No,Casual Dining,Dine-out
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",3.9,111,700,No,No,Casual Dining,Dine-out
Chaatimes,Basavanagudi,"Street Food, Fast Food",3.8,133,200,Yes,No,Quick Bites,Dine-out
Vybhava,Jayanagar,"South Indian, North Indian",3.8,39,250,No,No,Quick Bites,Dine-out
Shree Venkateshwara North Karnataka Hotel,Basavanagudi,South Indian,4.0,64,200,No,No,Quick Bites,Dine-out
Harshi Super Sandwich,Basavanagudi,"Fast Food, Street Food",3.8,148,150,No,No,Quick Bites,Dine-out
Belly Squad Food Truck,South Bangalore,"Chinese, Rolls, Biryani, Momos",3.8,55,300,No,No,Food Truck,Dine-out
Jcubez,Banashankari,Finger Food,3.8,977,1300,No,Yes,Lounge,Drinks & nightlife
Gustoes Beer House,Banashankari,"Continental, Italian, Mexican, North Indian, Chinese, Steak",4.1,868,1200,No,No,Pub,Drinks & nightlife
Vi Ra's Bar and Restaurant,Banashankari,"South Indian, North Indian, Chinese",3.3,62,800,No,No,Bar,Drinks & nightlife
Darbar,Banashankari,"North Indian, Chinese",3.0,98,800,No,No,Bar,Drinks & nightlife
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,377,1100,No,No,Pub,Drinks & nightlife
Deja Vu Resto Bar,Bannerghatta Road,"North Indian, Italian",4.4,2487,900,Yes,Yes,Pub,Buffet
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1964,1000,Yes,Yes,Casual Dining,Buffet
Empire Restaurant,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",4.3,3178,750,Yes,No,Casual Dining,Buffet
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,455,550,Yes,No,Casual Dining,Buffet
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,3845,1600,No,Yes,Casual Dining,Buffet
Sattvam,JP Nagar,"North Indian, South Indian",4.3,353,1200,No,No,Casual Dining,Buffet
24th Main,JP Nagar,"North Indian, South Indian, Chinese",4.1,1234,800,No,Yes,Casual Dining,Buffet
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1538,1000,Yes,Yes,Casual Dining,Buffet
Oye Amritsar,JP Nagar,North Indian,3.8,756,1000,Yes,Yes,Casual Dining,Buffet
Melt - Eden Park,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,347,1000,Yes,Yes,Casual Dining,Buffet
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",4.0,165,1000,No,Yes,Casual Dining,Buffet
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",3.3,177,950,No,No,Casual Dining,Buffet
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,102,600,Yes,No,Casual Dining,Buffet
Cafe Kabana,Bannerghatta Road,"Cafe, Continental",4.0,200,700,No,Yes,Cafe,Cafes
Butterly,Bannerghatta Road,"Cafe, Bakery, Beverages",3.9,102,450,Yes,No,Cafe,Cafes
Black Mug Cafe,Bannerghatta Road,Cafe,3.7,171,300,Yes,No,Cafe,Cafes
#refuel,Bannerghatta Road,"Cafe, Beverages",3.7,37,400,Yes,No,Cafe,Cafes
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",3.9,40,400,Yes,No,Food Court,Cafes
Vaho Kafe & Pressery,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,125,500,No,No,Cafe,Cafes
Dreamcatcher,Bannerghatta Road,Cafe,3.9,49,600,Yes,No,Cafe,Cafes
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery",3.8,69,700,No,No,"Cafe, Bakery",Cafes
Kalmane Koffees,Bannerghatta Road,Cafe,3.9,78,350,No,No,Cafe,Cafes
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",2.7,48,650,Yes,No,"Quick Bites, Cafe",Cafes
Slate Cafe,JP Nagar,"Cafe, Sandwich, Burger",4.1,46,600,Yes,No,Cafe,Cafes
Dialogues,JP Nagar,"Cafe, Continental",4.0,129,600,No,No,Cafe,Cafes
Mudpipe Cafe,JP Nagar,"Cafe, Continental, North Indian",3.9,727,800,Yes,Yes,Cafe,Cafes
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",4.1,521,550,No,No,Cafe,Cafes
Biggies Burger 'n' More,JP Nagar,"Cafe, Burger, Beverages",4.1,203,650,Yes,No,"Quick Bites, Cafe",Cafes
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,4381,600,Yes,Yes,"Casual Dining, Cafe",Cafes
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",3.7,131,400,Yes,No,Cafe,Cafes
Vinaya Coffee Moments,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",3.7,46,450,Yes,No,Cafe,Cafes
Cuppa,JP Nagar,"Cafe, Fast Food",3.4,48,550,No,No,Cafe,Cafes
Skytouch Le Cafe,JP Nagar,"Cafe, Italian, Desserts",3.7,127,700,Yes,No,Cafe,Cafes
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",2.7,85,500,Yes,No,Cafe,Cafes
Sai Abhiruchi,BTM,"Andhra, North Indian, Biryani",3.7,335,800,Yes,No,Casual Dining,Delivery
Capsicum Family Restaurant,BTM,"Biryani, North Indian",3.8,254,800,Yes,No,Casual Dining,Delivery
Easy Bites,JP Nagar,"Fast Food, Sandwich",4.1,63,300,Yes,No,"Takeaway, Delivery",Delivery
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",4.0,244,400,Yes,No,Quick Bites,Delivery
Sri Lakshmi Dhaba,BTM,North Indian,2.9,255,250,Yes,No,Quick Bites,Delivery
XO Belgian Waffle,BTM,"Desserts, Beverages",4.5,549,400,Yes,No,Dessert Parlor,Delivery
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",4.1,775,300,Yes,No,Quick Bites,Delivery
Al-Bek,JP Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.6,208,300,Yes,No,"Takeaway, Delivery",Delivery
Aniram's,JP Nagar,"Chinese, North Indian",4.1,739,500,Yes,No,Delivery,Delivery
Punjabi Nawabi,Bannerghatta Road,North Indian,3.8,310,400,Yes,No,Quick Bites,Delivery
Swad Punjab Da,BTM,North Indian,4.0,126,150,Yes,No,Quick Bites,Delivery
BOX8- Desi Meals,Bannerghatta Road,"North Indian, Mughlai, Fast Food",4.1,427,500,Yes,No,"Takeaway, Delivery",Delivery
Roti Wala,BTM,North Indian,4.0,197,300,Yes,No,Quick Bites,Delivery
Midnight Mania,BTM,"Pizza, Italian, Beverages",4.1,601,700,Yes,No,Quick Bites,Delivery
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.9,488,400,Yes,No,"Takeaway, Delivery",Delivery
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",4.0,396,400,Yes,No,Quick Bites,Delivery
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",3.6,474,450,Yes,No,Quick Bites,Delivery
Paratha Junction,BTM,"North Indian, Chinese",2.9,172,300,Yes,No,Quick Bites,Delivery
Nellore Bhojanam,Bannerghatta Road,Andhra,3.1,175,250,Yes,No,Quick Bites,Delivery
Momoz,BTM,"Chinese, Momos",4.0,939,600,Yes,No,Casual Dining,Delivery
Kalingas,BTM,"Oriya, Fast Food",3.9,173,250,Yes,No,Quick Bites,Delivery
Kanteen The Eatery,Bannerghatta Road,North Indian,3.9,77,400,Yes,No,Quick Bites,Delivery
Kullad Cafe,BTM,"North Indian, Cafe, Fast Food, Beverages",3.9,326,200,Yes,No,Cafe,Delivery
Donne Biriyani House,JP Nagar,"Biryani, Andhra",3.3,212,350,Yes,No,Quick Bites,Delivery
Litti Twist,BTM,"North Indian, Bihari",4.1,464,300,Yes,No,Quick Bites,Delivery
FreshMenu,Bannerghatta Road,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.3,628,450,Yes,No,Delivery,Delivery
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",3.6,518,400,Yes,No,Casual Dining,Delivery
Cakebuy,Bannerghatta Road,Desserts,3.9,70,350,Yes,No,Dessert Parlor,Delivery
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",3.9,62,300,Yes,No,Quick Bites,Delivery
Corner House Ice Cream,Jayanagar,"Ice Cream, Desserts",4.4,819,400,Yes,No,Dessert Parlor,Delivery
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1964,1000,Yes,Yes,Casual Dining,Delivery
Behrouz Biryani,Bannerghatta Road,Biryani,4.0,138,650,Yes,No,Delivery,Delivery
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,455,550,Yes,No,Casual Dining,Delivery
Hind Ka Chulah,Bannerghatta Road,"North Indian, Biryani",3.8,181,600,Yes,No,Food Court,Delivery
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,Bohri,3.6,43,300,Yes,No,Quick Bites,Delivery
Pizza Hut,JP Nagar,Pizza,2.7,159,750,Yes,No,Quick Bites,Delivery
Subway,Bannerghatta Road,"Salad, Fast Food",3.2,166,600,Yes,No,Quick Bites,Delivery
Biryani Durbar,Bannerghatta Road,"Biryani, North Indian",3.7,128,400,Yes,No,"Takeaway, Delivery",Delivery
Mahesh Friends Food Center,BTM,"Chinese, North Indian",2.9,126,300,Yes,No,Quick Bites,Delivery
Kabab Magic,Jayanagar,"North Indian, Kebab, Chinese, Fast Food",4.0,952,400,Yes,No,Quick Bites,Delivery
Burger King,Bannerghatta Road,"Burger, Fast Food, Beverages",3.8,472,600,Yes,No,Quick Bites,Delivery
Dadi's Dum Biryani,Bannerghatta Road,"Biryani, North Indian, Mughlai",4.0,739,800,Yes,Yes,Casual Dining,Delivery
Alankrutha,BTM,"Andhra, Biryani, North Indian, Chinese",3.9,255,500,Yes,No,Casual Dining,Delivery
Paradise,JP Nagar,"Biryani, North Indian, Kebab",4.0,1974,800,Yes,No,Casual Dining,Delivery
Andhra Ruchulu,JP Nagar,"Andhra, North Indian",4.2,1428,800,Yes,Yes,Casual Dining,Delivery
Adithya,JP Nagar,"South Indian, North Indian, Chinese",4.0,332,300,Yes,No,Quick Bites,Delivery
Cheesiano Pizza,JP Nagar,"Pizza, Italian",4.0,199,700,Yes,Yes,Quick Bites,Delivery
KFC,JP Nagar,"Burger, Fast Food",3.9,437,400,Yes,No,Quick Bites,Delivery
Dande's Hyderabad Biryani,Bannerghatta Road,"Biryani, Andhra, North Indian",3.8,207,700,Yes,No,Casual Dining,Delivery
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,4381,600,Yes,Yes,"Casual Dining, Cafe",Delivery
Upahara Bhavan,Bannerghatta Road,"South Indian, North Indian, Chinese",3.8,55,300,Yes,No,Quick Bites,Delivery
Shuddh Desi Khana,Bannerghatta Road,North Indian,4.0,597,400,Yes,No,Quick Bites,Delivery
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,102,600,Yes,No,Casual Dining,Delivery
Aramane Donne Biriyani,BTM,"Biryani, Fast Food",3.9,189,300,Yes,No,Quick Bites,Delivery
